question,intent
Where does the expression `` cloud nine '' come from ?,Fact
What is lung cancer ?,Definition
What school does Tom attend in Tom Brown 's School Days ?,Fact
"What basketball player is credited with 23 , 924 rebounds ?",Fact
How big is a normal size penis for a 15-year-old ?,HowTo
What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?,Fact
How many American soldiers remain unaccounted from the Vietnam war ?,HowTo
"Where can I find a tape or book to help me say , write and understand Japanese ?",Fact
How many cables support the main span of the Golden Gate Bridge ?,HowTo
How much did Manchester United spend on players in 1993 ?,HowTo
What was the birthplace of Edgar Allen Poe ?,Fact
Why were red M&Ms discontinued then brought back ?,Reason
What does it take to become a lawyer ?,Fact
What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars ?,Fact
Who invented the fountain ?,Fact
What room did W.C. Fields keep his library in ?,Fact
What causes an earthquake ?,Definition
What Batman character tools around on a Batcycle ?,Fact
What are the main blood vessels ?,Fact
What does `` saute '' mean ?,Definition
Where can I find the schematics to the windshield wiper mechanism ?,Fact
What type is a snail ?,Fact
Who was Sherlock Holmes 's archenemy ?,Fact
Where is `` Global Schoolhouse '' ?,Fact
How many years of schooling after highschool does it take to become a neurosurgeon ?,HowTo
What are the top vegetable crops in the world ?,Fact
What volcano showers ash on Sicily ?,Fact
Where are the U.S. headquarters for Procter & Gamble ?,Fact
Why did the Aztecs first think the Spanish were Gods ?,Reason
What are the rules to `` snow golf '' ?,Definition
What does Warner Bros. call a flightless cuckoo ?,Fact
When did Mount St. Helen last have a major eruption ?,Fact
How do you say `` eat the day '' in Latin ?,HowTo
What are super balls made of ?,Fact
What 's the name of Tom Sawyer 's aunt with whom he lives ?,Fact
What is the fastest-growing comic strip of all time ?,Fact
Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,Fact
What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?,Fact
How long has L.L. Cool J. been married ?,HowTo
How much did a knight 's armor weigh ?,HowTo
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,Fact
What is the movie Jonathan Livingstone Seagull ?,Fact
How tall is Prince Charles ?,HowTo
What is the weight of air ?,Fact
What is a fear of children ?,Fact
What is ouzo ?,Definition
"What race is 1 , 137 miles long ?",Fact
What is the capital of Uruguay ?,Fact
What does the T.S. stand for in T.S. Eliot 's name ?,Definition
"How long is the world 's largest ship , in meters ?",HowTo
Who is William Wordsworth ?,Fact
What is making love ?,Definition
Who is Charles Lindbergh ?,Fact
How tall is the replica of the Matterhorn at Disneyland ?,HowTo
What are the largest deserts in the world ?,Fact
Where is Qatar ?,Fact
Why are peanut butter cookies topped with crisscrosses ?,Reason
What is the richest state in the U.S. ?,Fact
Who is the prime minister in Norway ?,Fact
What is a urologist ?,Definition
What actress starred in `` The Lion in Winter '' ?,Fact
What 's bottled in jeroboams ?,Fact
Who won the rugby world cup in ?,Fact
What is Nicholas Cage 's profession ?,Fact
"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",HowTo
How many pins are used in skittles ?,HowTo
What qualifications are there for individuals donating blood ?,Definition
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",Fact
Who is the famous sister of actress Olivia De Havilland ?,Fact
Which German president was pressured into appointing Hitler chancellor in 1933 ?,Fact
"How many people have been killed in wars , armed conflicts ?",HowTo
What is the history of the hairdryer ?,Definition
"Which mammal lives , breeds , eats , and sleeps underground ?",Fact
What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?,Fact
What happened in the city of Dogtown in 1899 ?,Definition
What was the largest city in the world to declare martial law in 1989 ?,Fact
What is a fear of sinning ?,Fact
Where is the Thomas Edison Museum ?,Fact
What was the first minimum wage ?,Fact
What is the name of the highest mountain in Africa ?,Fact
What mountain range extends from the Gulf of St. Lawrence to Alabama ?,Fact
How many types of lemurs are there ?,HowTo
What are some colorful flowers that will bloom in the fall in New England ?,Fact
What 's the second-most-used murder weapon in the U.S. ?,Fact
What businesses or agencies would do an employment verification ?,Fact
"What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?",Fact
What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?,Fact
How many claws has a lobster called a pistol lost ?,HowTo
Who was Darth Vader 's son ?,Fact
What are the four most widely-used languages in North America ?,Fact
What war was fought by the Spanish as far as the Philippines ?,Fact
How do you make a million bucks ?,HowTo
Who invented the process to make condensed milk ?,Fact
What is the largest city in Connecticut ?,Fact
What is the population of the United States ?,Fact
What actor and actress have made the most movies ?,Fact
What is the definition of spamming ?,Definition
Who found Hawaii ?,Fact
What does IQ stand for ?,Definition
Where can I find free piano scores for popular music ?,Fact
When did the American Civil War end ?,Fact
What country is the largest diamond producer ?,Fact
How long does it take the moon to revolve around the Earth ?,HowTo
What beer is ` rockin ' America ? '',Fact
What is a fear of women ?,Fact
Who protects DC Comics ' realm of dreams ?,Fact
What are dinosaur droppings called ?,Fact
What was the infamous feat of Germany 's U-2 submarine ?,Definition
What Homerian epic chronicles events toward the end of the Trojan Wars ?,Fact
When did the vesuvius last erupt ?,Fact
What is widely used to detect prenatal birth defects ?,Fact
When did the supercontinent Pangaea break up ?,Fact
What kind of mammal is a colt ?,Fact
Who created Harry Lime ?,Fact
Why do many Native American students not complete college ?,Reason
What color are a cherry tree 's flowers ?,Fact
Who was President Cleveland 's wife ?,Fact
What class of animals makes up more than two-thirds of known species ?,Fact
What was the name of Sergeant Preston of the Yukon 's lead dog ?,Fact
What film featured a snarly character named Kid Shelleen ?,Fact
What company named one of its pens `` The Banana '' ?,Fact
What 's the capital of Monaco ?,Fact
What do Englishmen weigh themselves in ?,Fact
How big is the Electoral College ?,HowTo
"What is it that walks on four legs , then on two legs , then on three ?",Fact
What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?,Fact
Who invented the Moog Synthesizer ?,Fact
Who makes the `` Die Hard '' car battery ?,Fact
How long does it take to travel from Tokyo to Niigata ?,HowTo
What state is the Filenes store located in ?,Fact
How does a bill become law ?,HowTo
What is the starting salary of a radiographer ?,Fact
What is a disaccharide ?,Definition
Colin Powell is most famous for what ?,Definition
What star-faring race brought about the Inhumans on Marvel 's Earth ?,Fact
How do you buy stocks ?,HowTo
What does appropriates money mean ?,Definition
What is the name of Dolly Parton 's rarely seen husband ?,Fact
Where is the official `` zero '' of the sea level ?,Fact
Whose old London come-on was : `` Buy my sweet lavender '' ?,Fact
How did former WWF wrestler Rick Rude die ?,HowTo
Who wrote the lyrics to Porgy and Bess ?,Fact
What is a `` False Moon '' ?,Definition
What 1976 Deep Throat clone provides the leading lady with a second larynx ?,Fact
What line of luggage is named after a famous American flier ?,Fact
What is a word whose letters can be rearranged to form a different word ?,Fact
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,Fact
How many American actors were nominated for the best actor Oscar for 1983 ?,HowTo
"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?",Fact
"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",Fact
How long was the longest sneezing attack ?,HowTo
How can I get rich quick ?,HowTo
How is the word ` qigong ' pronounced ?,HowTo
What program do I need to run a .tbk file ?,Fact
What is the seafaring name for the southern tip of South America ?,Fact
What two New York Yankee pitchers swapped wives and families ?,Fact
What are the 10 plagues of Egypt ?,Fact
"What is the history of Hot Wheels cars , and how are they produced ?",Definition
What is the rounded part on the top of a matchbook called ?,Fact
When did Nixon visit China ?,Fact
What 's the third month of the Gregorian calendar ?,Fact
What country owns Corsica ?,Fact
How many queen bees reign in a hive ?,HowTo
"What sport features slotbacks , tailbacks , and touchbacks ?",Fact
What meat complemented sweet potatoes and peas in the first TV dinner ?,Fact
What is RAM in the computer ?,Definition
What is a `` repeating voter '' ?,Definition
What are dingoes ?,Definition
Where can I find a world atlas map online at no charge ?,Fact
What Leoncavallo opera features a prologue by a clown ?,Fact
How can I get someone 's email address ?,HowTo
What chapter of the Bible has the most verses ?,Fact
What ocean did the Titanic sink in ?,Fact
How did P.T. Barnum bill the diminutive Charles S. Stratton ?,HowTo
In what year was the Wall built ?,Fact
Name one of King Henry VIII 's wives .,Fact
What southwestern state is dubbed The Silver State ?,Fact
What are pomegranates ?,Definition
Why do pharmacists work on raised floors ?,Reason
What does Robin Williams do ?,Fact
What country did the Allies invade in World War II 's Operation Avalanche ?,Fact
What famed river was Hernando de Soto the first European to see ?,Fact
What chess outcome results when a player has no legal move ?,Fact
How do they find an epicenter ?,HowTo
When was Christ born ?,Fact
Where do quality drinks begin ?,Fact
"In order from the top , the four stripes on a can of Pepsi are what colors ?",Fact
What kind of substance is dextropropoxyphen napsylate ?,Fact
Who is the French literary charcter who is chiefly famous for his enormous nose ?,Fact
What were first used by John L. Sullivan and James J. Corbett in 1892 ?,Fact
"What country surrounds San Marino , the world 's smallest Republic ?",Fact
Who killed Martin Luther King ?,Fact
Who owns the rights on a TV program ?,Fact
What did Cool Hand Luke go to jail for ?,Definition
What was the V-8 Juice slogan : `` the tastebud '' ?,Definition
What was Mae West 's last film ?,Fact
What letter does Gorbachev 's middle name start with ?,Fact
Who invented Astroturf ?,Fact
What makes you fat ?,Definition
Name a flying mammal .,Fact
What season does a hiemal activity normally take place in ?,Fact
What direction do the best surfing beaches face ?,Fact
What is the world record for the longest hair ?,Fact
What English word contains the most letters ?,Fact
How do I know if I 'm jealous of someone ?,HowTo
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?,Fact
How does James Bond like his martinis ?,HowTo
What California bay 's largest island is Angel Island ?,Fact
What was the name of the flight that Fawaz Younis hijacked ?,Fact
What former African leader held his country 's boxing title for nine years ?,Fact
What is a wet dream ?,Definition
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",Fact
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",Fact
What happened to Pepsi Clear ?,Definition
How much does one ton of cement cost ?,HowTo
What is a Mexican hairless ?,Definition
What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?,Fact
Where is the oldest living thing on earth ?,Fact
What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?,Fact
"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?",Fact
What journalist can be found in and around Walden Puddle ?,Fact
How did Socrates die ?,HowTo
How many sides does an obelisk have ?,HowTo
What was Edward Albee 's first full-length play ?,Fact
What was lost and regained by poet John Milton ?,Fact
What woman pitcher has struck out Ted Williams and Hank Aaron ?,Fact
How can scientists predict weather by observing clouds ?,HowTo
What songs were popular in 1948 ?,Fact
In what year was the cannon invented ?,Fact
How many languages does the Pope speak ?,HowTo
What bay divides Maryland 's Eastern and Western Shores ?,Fact
"What is the real name of the singer , Madonna ?",Fact
"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''",Fact
What color were Ernest Hemingway 's eyes ?,Fact
What is the origin of the expression `` four-letter word '' ?,Definition
Who was the first woman in space ?,Fact
What is the only animal that can turn its stomach inside out ?,Fact
What professional sports league originated the college draft ?,Fact
What is the difference between a board of directors and an advisory board ?,Comparison
Who discovered imaginary numbers ?,Fact
Who does the voices of the Simpsons ?,Fact
How many feet high is the hurdle in front of a runner 's steeplechase water jump ?,HowTo
What religion has the most members ?,Fact
How many calories are there in a glass of water ?,HowTo
"Who is the richest person in the world , without owning a business ?",Fact
What is SVHS ?,Definition
What is the chemical reactivity of neon ?,Fact
Where can I find info on Alexander Mackenzie ?,Fact
What is the cultural origin of the ceremony of potlatch ?,Definition
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?,Fact
How many countries watch MTV Europe ?,HowTo
What is SAP ?,Definition
What layer of the atmosphere contains most of the ozone layer ?,Fact
What is the airport code for Los Angeles International ?,Fact
"What was the claim to fame of Explorer I , launched February 1 , 1958 ?",Definition
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",Definition
"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",Definition
Where did the real St. Nicholas live ?,Fact
"Who manufactures the software , `` PhotoShop '' ?",Fact
How many eyes does a bat have ?,HowTo
How do you say 2 in Latin ?,HowTo
What was Dwight Eisenhower 's favorite card game ?,Fact
"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?",Fact
What is the origin of the word nevermind ?,Definition
Who was the second man to walk on the moon ?,Fact
What is power steering ?,Definition
Where did Dikembe Mutombo go to college ?,Fact
What author was appointed U.S. ambassador to Spain in 1842 ?,Fact
What body of water does the Yukon River empty into ?,Fact
Who is Westview High 's band director in Funky Winkerbean ?,Fact
How does a chick breathe inside an egg ?,HowTo
What is Mark McGwire 's e-mail address ?,Fact
How many maids were milking ?,HowTo
The Kentucky Horse Park is located near what city ?,Fact
What is the celtic symbol for `` life '' ?,Fact
What kind of fruit is a Yellow Transparent ?,Fact
What song put James Taylor in the limelight ?,Fact
"What drink is formed of tequila , orange juice and galliano ?",Fact
Name four comic strips about pilots .,Fact
What geological time do we live in ?,Fact
How do you dunk ?,HowTo
Where is the massive North Korean nuclear complex located ?,Fact
How do plants make food ?,HowTo
Where is Microsoft 's corporate headquarters located ?,Fact
How did the Hohenzollerns build their power around 17 ?,HowTo
When was China 's first nuclear test ?,Fact
What is the name given to a group of geese ?,Fact
"Why was Washington , DC originally called District of Columbia ?",Reason
How do I find a snowboarding website ?,HowTo
What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,Fact
How much can a person be fined for having a dog on a beach ?,HowTo
Why do movie and TV stars get paid so much ?,Reason
What is a turnkey contract ?,Definition
What are people doing to help prevent the extinction of birds ?,Definition
Why is the mile 528 feet ?,Reason
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,Fact
How is carbon dioxide removed from natural gas ?,HowTo
Who is Edmund Kemper ?,Fact
"What was Mao , the Chinese leader 's , full name ?",Fact
When is Dick Clark 's birthday ?,Fact
"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?",Fact
What radio station did Paul Harvey work for ?,Fact
What character narrates Treasure Island ?,Fact
What is the correct way to abbreviate cc. at the bottom of a business letter ?,Definition
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,Fact
What seven digits follow the area code in the number for long distance information ?,Fact
What Catch-22 character is elected mayor of half a dozen Italian cities ?,Fact
"Whom does Uncle Duke 's girl friend , Honey , room with ?",Fact
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",Fact
When was the bar-code invented ?,Fact
What has to be produced in a writ of habeas corpus ?,Fact
What team did Babe Ruth play his first major league game for ?,Fact
What class is categorized as the bourgeoisie ?,Fact
What relative of Leo Tolstoy translated War and Peace eight times ?,Fact
How does the Nintendo `` Zapper '' work ?,HowTo
How many cards is each player dealt in Contract Bridge ?,HowTo
Who was the second person ever to wear Iron Man 's armor ?,Fact
What is InterLata Internet service ?,Definition
Who is the director and editor of the movie Big starring Tom Hanks ?,Fact
What is the `` fourth dimension '' ?,Definition
What is the Homelite Inc. home page ?,Fact
How old was Stevie Wonder when he signed with Motown Records ?,HowTo
What is `` alternative '' anymore ?,Definition
Why do they call a hamburger a hamburger when there is no ham ?,Reason
Who won two gold medals in skiing in the Olympic Games in Calgary ?,Fact
What year was the Avery Dennison company founded ?,Fact
Where does the U.S. rank among world countries in area ?,Fact
What are the four railways in Monopoly ?,Fact
What are the names of all the seas in the world and what ocean do they drain into ?,Fact
What does BMW stand for ?,Definition
Name the highest mountain .,Fact
What is a biologist ?,Definition
What revelation did Alexander Butterfield make to the Senate Watergate committee ?,Definition
What island is home to statues called Mauis ?,Fact
What is a fear of black people ?,Fact
What 's the most extensively grown and eaten food ?,Fact
What was the worst hurricane ?,Fact
How can I get started in writing for television ?,HowTo
Where was Pythagoras born ?,Fact
What 1927 silent film received an international revival in 1981 ?,Fact
What is the price for AAA 's liability auto insurance ?,Fact
What is LMDS ?,Definition
Who are the top ten richest people in the world ?,Fact
Who is the leader of Brunei ?,Fact
What is the capital of Italy ?,Fact
What game does Garry Kasparov play ?,Fact
How do you get a pointsettia to turn red ?,HowTo
What is kept in Fort Knox that is so valuable ?,Fact
What is the greatest hiking Web site ?,Fact
"What is the population of Arcadia , Florida ?",Fact
What Stephen King novel is set in a graveyard for pets ?,Fact
Who were the head writers for the Smothers Brothers Comedy Hour ?,Fact
Who portrayed Prewett in From Here to Eternity ?,Fact
What was the sequel to The Pink Panther ?,Fact
How many people live in cities ?,HowTo
How high must a mountain be to be called a mountain ?,HowTo
What Scottish poet penned To a Mouse and To a Louse ?,Fact
What is the name of the inventor of silly putty ?,Fact
What ocean surrounds the Madeira Islands ?,Fact
What famous communist leader died in Mexico City ?,Fact
What was John Steinbeck 's travelling companion Charley ?,Fact
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,Fact
How many mines can still be found in the Falklands after the war ended ?,HowTo
How can I get in touch with Michael Moore of `` Roger & Me '' ?,HowTo
How is ` qigong ' properly pronounced ?,HowTo
How many gallons of water go over Niagra Falls every second ?,HowTo
What turns blue litmus paper red ?,Fact
Who was the first woman to run the mile in less than 4 36893 minutes ?,Fact
How many copies of an album must be sold for it to be a gold album ?,HowTo
What is `` the soft drink for adults '' ?,Fact
What is the only vegetable that starts with `` z '' ?,Fact
What is a fear of machinery ?,Fact
Who awarded The Flying Fickle Finger of Fate ?,Fact
"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?",Fact
What hide-and-seek game is played around a tin can ?,Fact
What is the largest city in Texas ?,Fact
"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",Fact
What drink is the best thirst-quencher ?,Fact
Where can I get a map of Prussia on the Internet ?,Fact
What was the longest war in U.S. history ?,Fact
What is a `` node '' in computer terms ?,Definition
What are the five richest countries in the world ?,Fact
Where is McCarren Airport ?,Fact
What are the top boy names in the U.S. ?,Fact
How many tiles did the Space Shuttle Columbia lose on its second flight ?,HowTo
How many teaspoons make up a tablespoon ?,HowTo
Who was the lyricist and who was the composer between Gilbert and Sullivan ?,Fact
Who was the lawyer for Randy Craft ?,Fact
What is the origin of the word Marijuana ?,Definition
Who was the 3rd president of the United States ?,Fact
What organ contains the islands of Langerhans ?,Fact
Name Dick Tracy 's two children .,Fact
What is a fear of points ?,Fact
What fraction of a beaver 's life is spent swimming ?,Fact
How can SQL queries be improved ?,HowTo
What is the most radioactive food ?,Fact
What was the previous name for the Commonwealth ?,Fact
How much will gas be taxed in California by the year 2000 ?,HowTo
Who gave King Arthur the round table ?,Fact
What state in the United States covers the largest area ?,Fact
How do you make a computer chip ?,HowTo
Who became president of the U.S. in 1789 ?,Fact
Who wrote `` The Scarlet Letter '' ?,Fact
Who did Sara Jane Moore try to assassinate ?,Fact
What is Linux ?,Definition
How many dots make up the symbol for `` because '' ?,HowTo
What title did Shevardnadze have during the Soviet era ?,Fact
What did the pyramid-builders of Egypt mainly eat ?,Fact
What 's the international radio code word for the letter F ?,Fact
What are the 28 tenses in the English language ?,Fact
Which king signed the Magna Carta ?,Fact
What software offers inventors use of CAD-like design ?,Fact
What is agent orange ?,Definition
Name the child left on a doorstep at the beginning of Gasoline Alley .,Fact
How many zip codes are there in the U.S. ?,HowTo
"In Beetle Bailey , can you name Sarge 's dog ?",Fact
Why shouldn 't you remove a bee stinger with tweezers ?,Reason
Which college did Dikembe Mutombo play basketball for ?,Fact
Why did Europeans first come to Australia and Oceania ?,Reason
What did the Confederate Constitution say about slavery ?,Definition
How long does it take the Milky Way Galaxy to make one revolution ?,HowTo
How many people own pets ?,HowTo
What web sites are linked to the Report on Genesis Eldercare ?,Fact
What is a fear of lice ?,Fact
How long does it take different materials to decompose ?,HowTo
How many colors are there in a rainbow ?,HowTo
What was Darth Vader 's son named ?,Fact
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,Definition
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,Fact
Where is McCarren Airport located ?,Fact
How effective are condoms in protecting against AIDS ?,HowTo
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",Fact
How many Marx Brothers were there ?,HowTo
How tall is the Matterhorn ?,HowTo
What country is proud to claim Volcano National Park ?,Fact
When was Babe Ruth born ?,Fact
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?,Fact
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,Fact
What direction do most baseball pitchers pitch toward ?,Fact
How many Beanie Baby sites are there ?,HowTo
How can I call a friend in another country when I do not know the telephone number ?,HowTo
What is 55 times sweeter than cane sugar ?,Fact
Where are diamonds mined ?,Fact
How do they get Teflon to stick to the pan ?,HowTo
How much money did the Marcos steal from their country ?,HowTo
Who makes the `` cross-your-heart bra '' ?,Fact
Who is Archie Bunker 's son-in-law ?,Fact
What company produces Spumante ?,Fact
What is the origin of music ?,Definition
What does `` B.Y.O.B. '' mean ?,Definition
What major airline has the best safety record in the world ?,Fact
What President became Chief Justice after his presidency ?,Fact
How many innings constitute an official baseball game ?,HowTo
What city has a newspaper called The Plain Dealer ?,Fact
What U.S. state boasts Leif Ericson Park ?,Fact
How many flavors does Baskin & Robbins offer ?,HowTo
Who was chief engineer of the Starship Enterprise ?,Fact
How does crosstalk relate to InSb thickness in infrared detectors ?,HowTo
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?,Fact
Which type of submarine was bought recently by South Korea ?,Fact
How much in miles is a ten K run ?,HowTo
When was Beethoven born ?,Fact
Who is the most sexy celebrity ?,Fact
What detective lives on Punchbowl Hill and has 11 children ?,Fact
Where did the ukulele originate ?,Fact
Rotary engines used to be made by whom ?,Fact
What does seccession mean ?,Definition
Who portrayed the title character in the film The Day of the Jackal ?,Fact
What is the name of the gulf between Sweden and Finland ?,Fact
Who was the first X-Man to die in battle ?,Fact
What will the weather be today ?,Definition
Who is the President of Ghana ?,Fact
Which sex is denied voting rights in Kuwait ?,Fact
What two countries is Andorra nestled between ?,Fact
How long ago was the Roe vs. Wade decision by the Supreme Court ?,HowTo
What terrorist group was headed by Donald DeFreeze ?,Fact
What are the four largest mountain ranges in the continental United States ?,Fact
What is the size of the student body at the University of Massachusetts in Amherst ?,Fact
How can I determine the radius of an ellipse ?,HowTo
Who starred in the movie The War of the Worlds ?,Fact
How many different kinds of ice cream are there ?,HowTo
"What actor , who had greatest fame on TV , became the father of triplets ?",Fact
What is the Homelite Inc. home page ?,Fact
What is the Golden Rule ?,Definition
What is a movie that Kevin Costner made about Sioux Indians ?,Fact
What were millions of kids wearing on their heads in 1955 ?,Fact
How does color affect a person psychologically ?,HowTo
What is Columbia Tristar 's phone number ?,Fact
What type of animal is the easiest kept pet there is ?,Fact
What is sound ?,Definition
"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",Fact
What are the current immigration laws in US ?,Definition
What were the five opening words on Ben Casey ?,Fact
Why does it say on children 's cough syrup not to drive while using this medication ?,Reason
What hair color can I use to just cover a little gray ?,Fact
Where was Tesla born ?,Fact
What does Larry King do for a living ?,Fact
Who shot Lee Harvey Oswald ?,Fact
When did Jaco Pastorius die ?,Fact
What blood sport features a movement called a veronica ?,Fact
What was spawned the term `` MiG Alley '' ?,Fact
What 's the most common street name in America ?,Fact
What is the difference between khaki and chino ?,Comparison
What is the origin of infinity ?,Definition
What alloy do copper and tin form ?,Fact
What plants are found in an estuary ?,Fact
What are the side effects of mevacor ?,Definition
What are the top 5 tallest buildings in the world ?,Fact
Colin Powell is best known for what achievement ?,Definition
What was the name of the computer in ` 2001 : A Space Odyssey ' ?,Fact
Who portrayed Renaud in Casablanca ?,Fact
What country has problems with hooligans ?,Fact
What planet did Percival Lovell discover ?,Fact
How often are brain cells replaced ?,HowTo
How much did Mercury spend on advertising in 1993 ?,HowTo
What kind of rocket launched the Surveyor spacecraft ?,Fact
What country contains the westernmost point in South America ?,Fact
What did Abolitionists try to end ?,Fact
What 's the American dollar equivalent for 8 pounds in the U.K. ?,Fact
Why should cigarette smoking be banned ?,Reason
What year did Charles Dicken die ?,Fact
What D.H. Lawrence novel was originally titled Tenderness ?,Fact
What rock group raised a ruckus at the White House by singing American Woman ?,Fact
What is a fear of night or darkness ?,Fact
What is the origin of the rock band Led Zeppelin 's name ?,Definition
How was Lawrence,HowTo
How do I know if I am pregnant ?,HowTo
When did the last Americans leave Vietnam ?,Fact
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,Fact
"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",Fact
Who was Confucius ?,Fact
What snack food has ridges ?,Fact
What 's the most popular four-player game of all time ?,Fact
What 's the meaning of the name Tatiana ?,Definition
How many people died when the Estonia sank in 1994 ?,HowTo
What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,Fact
How many colors are there in a rainbow ?,HowTo
What is the habitat of the chickadee ?,Fact
What drug is often used to treat AIDS patients ?,Fact
Which of the five senses develops first ?,Fact
Where did the name root beer come from ?,Fact
What city 's the kickoff point for climbs of Mount Everest ?,Fact
What is the average salary of a paleontologist ?,Fact
Where is the largest post office building in the world ?,Fact
Who is currently the most popular singer in the world ?,Fact
Who was the first animal into space ?,Fact
What is the correct way to mount a roll of toilet paper ?,Fact
What Jules Verne novel features scientists held captive in the submarine Nautilus ?,Fact
Why is Rush 's 2112 called 2112 ?,Reason
What 's the state motto of California ?,Definition
What function does homeostasis have on the existence of an organism ?,Definition
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",Fact
What does the acronym CPR mean ?,Definition
The Jewish alphabet is called what ?,Fact
What are the Baltic States ?,Definition
How many endangered species are there in the world ?,HowTo
Which large U.S. city had the highest murder rate for 1988 ?,Fact
"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?",Fact
Who invented basketball ?,Fact
How has TV affected our society ?,HowTo
When was the last major eruption of Mount St. Helens ?,Fact
What was the name of Humphrey Bogart 's club in Casablanca ?,Fact
What U.S. Government agency registers trademarks ?,Fact
What is osmosis ?,Definition
What format was the major competition of VHS ?,Fact
What hockey player did Ronald Reagan joke he would swap Texas for ?,Fact
What is the world 's deadliest infectious disease ?,Fact
Which infectious disease is the world 's deadliest ?,Fact
"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",Fact
How much did the first Barbie doll sell for in 1959 ?,HowTo
What country was General Douglas McArthur in when he was recalled by President Truman ?,Fact
What are the five most popular Usenet groups ?,Fact
What are the seven deadly sins ?,Definition
"What is the latitude and longitude of El Paso , Texas ?",Fact
What does the name Melissa mean ?,Definition
What is the nature of snow and how is the formation of snow different from that of ice ?,Definition
How many head injuries are there in recreational ice skating each year ?,HowTo
A normal human pregnancy lasts how many months ?,Fact
What kind of sports team is the Buffalo Sabres ?,Fact
What impenetrable system of French fortifications was built along the German frontier before World War II ?,Fact
What are new computer games for Windows 95 or 98 ?,Fact
Who domesticated the wild turkey ?,Fact
How can I get someone 's phone number if I only have their screen name ?,HowTo
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,Fact
What country does Ileana Cotrubas come from ?,Fact
What 's the motto of the Boy Scouts ?,Definition
What two European countries are joined by the Gran San Bernardo Pass ?,Fact
What movie did Steven Spielberg direct in 1975 ?,Fact
What kind of creatures are the Canary Islands named for ?,Fact
What was the name of the US helicopter pilot shot down over North Korea ?,Fact
What 's a male `` cuckquean '' ?,Definition
"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?",Definition
"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",Fact
What does RCA stand for ?,Definition
Why are ice cream sundaes called sundaes ?,Reason
What 's the singular of dice ?,Fact
Who is Olive Oyl 's brother ?,Fact
"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",Fact
What was the first video ever made ?,Fact
